Comments,sentiment
Love it Amy!!!!!,1.0
"clear power Womennn, and, Vin you 47 years oldbut Riddick, Dom Good hero and scientist ,idea vin",0.39999999999999997
"God bless you any, Your are beautiful! love your movies, keep up it up, Your amazing and admirable. xoxo",0.7000000000000001
I love that,0.5
Nice picks,0.6
Beautiful words... Keep on moving forward...❤,0.85
"Wonderful post. So raw, honest and true. Beautiful read, thank you Amy and Vin for posting this great message @vindiesel",0.5615384615384617
Love it Amy!!!!!,1.0
"clear power Womennn, and, Vin you 47 years oldbut Riddick, Dom Good hero and scientist ,idea vin",0.39999999999999997
"God bless you any, Your are beautiful! love your movies, keep up it up, Your amazing and admirable. xoxo",0.7000000000000001
Welcome to family groot,0.8
Very family,0.2
Welcome to family groot,0.8
Very family,0.2
Welcome to family groot,0.8
Very family,0.2
We love you vin Diesel you are a wonderful person and incredible actor all time. Always blessing and your family ❤️❤️❤️👏🔥,0.7999999999999999
Finally something good about Romania,0.35
Cool,0.35
We love you vin Diesel you are a wonderful person and incredible actor all time. Always blessing and your family ❤️❤️❤️👏🔥,0.7999999999999999
Finally something good about Romania,0.35
Cool,0.35
We love you vin Diesel you are a wonderful person and incredible actor all time. Always blessing and your family ❤️❤️❤️👏🔥,0.7999999999999999
Finally something good about Romania,0.35
Cool,0.35
X take care of its own,0.6
I like this song very much.,0.26
X take care of its own,0.6
I like this song very much.,0.26
X take care of its own,0.6
I like this song very much.,0.26
This movie was great,0.8
Riddick is a good movie and you are a great actor.,0.75
I love riddick,0.5
This movie was great,0.8
Riddick is a good movie and you are a great actor.,0.75
I love riddick,0.5
This movie was great,0.8
Riddick is a good movie and you are a great actor.,0.75
I love riddick,0.5
Classic,0.16666666666666666
Love the facial hair.,0.25
Yaxsi :),0.5
Man!! Straight throwback! Another Stacey 😀😀😍,0.25
Classic,0.16666666666666666
Love the facial hair.,0.25
Yaxsi :),0.5
Man!! Straight throwback! Another Stacey 😀😀😍,0.25
Classic,0.16666666666666666
Love the facial hair.,0.25
Yaxsi :),0.5
Man!! Straight throwback! Another Stacey 😀😀😍,0.25
"@gal_gadot You are part of the genocidal state of Israel, you only take advantage of the privileges you live with, compare it with the precariousness that you live in Palestine, you took advantage of the hospitality that was offered to you",0.0909090909090909
Piggy smile,0.3
"@gal_gadot You are part of the genocidal state of Israel, you only take advantage of the privileges you live with, compare it with the precariousness that you live in Palestine, you took advantage of the hospitality that was offered to you",0.0909090909090909
Piggy smile,0.3
"@gal_gadot You are part of the genocidal state of Israel, you only take advantage of the privileges you live with, compare it with the precariousness that you live in Palestine, you took advantage of the hospitality that was offered to you",0.0909090909090909
Piggy smile,0.3
Nice,0.6
"Happy Furian Friday Vin Diesel and thank you for doing the Riddick Francise series and you look marvelous with the cast of The Chronicles of Riddick and once again, Happy Furian Friday and God Bless!!",0.9333333333333332
ALWAYS thought that I would make a good RIDDICK...,0.7
FINALLY. SO GLAD TO HEAR AND SEE THIS 🙌🙌🙌,0.5
When is the movie and series coming out!?!?!?!? 😭 I love the franchise so much!!!!!!!!,0.75
Nice,0.6
"Happy Furian Friday Vin Diesel and thank you for doing the Riddick Francise series and you look marvelous with the cast of The Chronicles of Riddick and once again, Happy Furian Friday and God Bless!!",0.9333333333333332
ALWAYS thought that I would make a good RIDDICK...,0.7
FINALLY. SO GLAD TO HEAR AND SEE THIS 🙌🙌🙌,0.5
When is the movie and series coming out!?!?!?!? 😭 I love the franchise so much!!!!!!!!,0.75
Nice,0.6
"Happy Furian Friday Vin Diesel and thank you for doing the Riddick Francise series and you look marvelous with the cast of The Chronicles of Riddick and once again, Happy Furian Friday and God Bless!!",0.9333333333333332
ALWAYS thought that I would make a good RIDDICK...,0.7
FINALLY. SO GLAD TO HEAR AND SEE THIS 🙌🙌🙌,0.5
When is the movie and series coming out!?!?!?!? 😭 I love the franchise so much!!!!!!!!,0.75
I love you Paul,0.5
Love your smile always...,0.4
Look good friends and good family. Love fun love movies,0.5399999999999999
Yummy. So sweet. Sweethheart,0.35
I love you Paul,0.5
Love your smile always...,0.4
Look good friends and good family. Love fun love movies,0.5399999999999999
Yummy. So sweet. Sweethheart,0.35
I love you Paul,0.5
Love your smile always...,0.4
Look good friends and good family. Love fun love movies,0.5399999999999999
Yummy. So sweet. Sweethheart,0.35
I really like this movie F9❤️❤️❤️,0.2
"These movies are getting so crazy that I bet if you did a super down to earth movie about mostly racing with a less extreme side story, it would do far better than you might think.. but it appears they want to keep the momentum going so I don't see that happening lol.",0.13179012345679011
I really like this movie F9❤️❤️❤️,0.2
"These movies are getting so crazy that I bet if you did a super down to earth movie about mostly racing with a less extreme side story, it would do far better than you might think.. but it appears they want to keep the momentum going so I don't see that happening lol.",0.13179012345679011
I really like this movie F9❤️❤️❤️,0.2
"These movies are getting so crazy that I bet if you did a super down to earth movie about mostly racing with a less extreme side story, it would do far better than you might think.. but it appears they want to keep the momentum going so I don't see that happening lol.",0.13179012345679011
thanks to God kwa guardians of the galaxy ni we peke unaweza inua axe ya thor,0.2
AWW I LOVE GROOT,0.4
I Love youuu grout ❤️❤️❤️❤️,0.5
thanks to God kwa guardians of the galaxy ni we peke unaweza inua axe ya thor,0.2
AWW I LOVE GROOT,0.4
I Love youuu grout ❤️❤️❤️❤️,0.5
thanks to God kwa guardians of the galaxy ni we peke unaweza inua axe ya thor,0.2
AWW I LOVE GROOT,0.4
I Love youuu grout ❤️❤️❤️❤️,0.5
"Vin, I'm sorry. if it's not difficult, please comment and like on my second photo.  exactly the second is needed.  thanks Vin",0.03333333333333333
"Vin, I want your like and your comment on my second photo.  I want a like and a comment from the great Vin.  please",0.4
"A brother between us, Vindiesel_tompage pretending to be you, maybe it is, maybe not, called me, wasn’t sure if it was you or not, I didn’t want to pick up and it be all creepy, ( Scream Movie ) lol, hello, look out your window lol.. Nah, giving u heads up brother, he’s also following few of the same people on my friends pg, or we have similar friends.. Anyway have a blessed night my brother, if there are any openings on the new Fast, let me know, I’m ready brother.. Always luv, #StayBlessed ML 4 Life🙏🏾✊🏾 #GodGood",0.17603305785123968
Fast 9 now....female characters....can't wait to fit into them. #ONELOVE  Ours.,0.30000000000000004
You know I love you action flicks you're like the new John Wayne to me and he was my hero back then never change if you do keep the trend we need Hero's,0.18409090909090908
"Vin, I'm sorry. if it's not difficult, please comment and like on my second photo.  exactly the second is needed.  thanks Vin",0.03333333333333333
"Vin, I want your like and your comment on my second photo.  I want a like and a comment from the great Vin.  please",0.4
"A brother between us, Vindiesel_tompage pretending to be you, maybe it is, maybe not, called me, wasn’t sure if it was you or not, I didn’t want to pick up and it be all creepy, ( Scream Movie ) lol, hello, look out your window lol.. Nah, giving u heads up brother, he’s also following few of the same people on my friends pg, or we have similar friends.. Anyway have a blessed night my brother, if there are any openings on the new Fast, let me know, I’m ready brother.. Always luv, #StayBlessed ML 4 Life🙏🏾✊🏾 #GodGood",0.17603305785123968
Fast 9 now....female characters....can't wait to fit into them. #ONELOVE  Ours.,0.30000000000000004
You know I love you action flicks you're like the new John Wayne to me and he was my hero back then never change if you do keep the trend we need Hero's,0.18409090909090908
"Vin, I'm sorry. if it's not difficult, please comment and like on my second photo.  exactly the second is needed.  thanks Vin",0.03333333333333333
"Vin, I want your like and your comment on my second photo.  I want a like and a comment from the great Vin.  please",0.4
"A brother between us, Vindiesel_tompage pretending to be you, maybe it is, maybe not, called me, wasn’t sure if it was you or not, I didn’t want to pick up and it be all creepy, ( Scream Movie ) lol, hello, look out your window lol.. Nah, giving u heads up brother, he’s also following few of the same people on my friends pg, or we have similar friends.. Anyway have a blessed night my brother, if there are any openings on the new Fast, let me know, I’m ready brother.. Always luv, #StayBlessed ML 4 Life🙏🏾✊🏾 #GodGood",0.17603305785123968
Fast 9 now....female characters....can't wait to fit into them. #ONELOVE  Ours.,0.30000000000000004
You know I love you action flicks you're like the new John Wayne to me and he was my hero back then never change if you do keep the trend we need Hero's,0.18409090909090908
AWW q bello hombre mua,0.3
AWW q bello hombre mua,0.3
AWW q bello hombre mua,0.3
i Love Argentina!!!!,1.0
I love you and where do you stay,0.5
i Love Argentina!!!!,1.0
I love you and where do you stay,0.5
i Love Argentina!!!!,1.0
I love you and where do you stay,0.5
Lucky you.  Havent had breakfast made for me...its always been me cooking. Cherish these moments. 😍,0.3333333333333333
Really beautiful ❤️❤️❤️❤️❤️,0.85
That's precious truly,0.5
Lucky you.  Havent had breakfast made for me...its always been me cooking. Cherish these moments. 😍,0.3333333333333333
Really beautiful ❤️❤️❤️❤️❤️,0.85
That's precious truly,0.5
Lucky you.  Havent had breakfast made for me...its always been me cooking. Cherish these moments. 😍,0.3333333333333333
Really beautiful ❤️❤️❤️❤️❤️,0.85
That's precious truly,0.5
Congrats your deserving for that award... Bcoz your such a great actor....,0.4666666666666666
"@vindiesel  we should do a photoshoot.. Because famous people always want their picture taken by an unknown photographer , check out my work",0.2
Congrats your deserving for that award... Bcoz your such a great actor....,0.4666666666666666
"@vindiesel  we should do a photoshoot.. Because famous people always want their picture taken by an unknown photographer , check out my work",0.2
Congrats your deserving for that award... Bcoz your such a great actor....,0.4666666666666666
"@vindiesel  we should do a photoshoot.. Because famous people always want their picture taken by an unknown photographer , check out my work",0.2
Very beautiful 🙌❤️,1.0
"Beautiful horse ,",0.85
Wow beautiful ❤,0.475
I love horse 😘😘😘,0.5
Can I borrow for a ride lol 😋,0.8
Very beautiful 🙌❤️,1.0
"Beautiful horse ,",0.85
Wow beautiful ❤,0.475
I love horse 😘😘😘,0.5
Can I borrow for a ride lol 😋,0.8
Very beautiful 🙌❤️,1.0
"Beautiful horse ,",0.85
Wow beautiful ❤,0.475
I love horse 😘😘😘,0.5
Can I borrow for a ride lol 😋,0.8
@_debssssss_ all Mummy debz in the world are the greatest,1.0
@_debssssss_ all Mummy debz in the world are the greatest,1.0
@_debssssss_ all Mummy debz in the world are the greatest,1.0
"Aloha 🌸I’d like to share my Etsy link, very Rare Antiquarian French books from 1700's, signed, 1st editions, limited edition of “Alice’s Adventures in Wonderland” signed by Salvador Dali Here is a link to my Etsy page:https://www.etsy.com/shop/Frenchbooksandthings?ref=shop_sugg   @ Frenchbooksandthings 🌸Aloha 🌸Je voudrais partager mon lien Etsy, livres français anciens très rares des années 1700, signés, 1ères éditions, vieilles bibles, édition limitée ""Alice's Adventures in Wonderland"" signé Salvador DaliVoici un lien vers ma page Etsy :https://www.etsy.com/shop/Frenchbooksandthings?ref=shop_sugg @ Frenchbooksandthings 🌸",0.10619047619047621
Good morning!A beautiful day!ThankfulBe blessed.Love on someone today.Bless someone today.Pray for someone today.Give thanks.Remember those who have gone before us with loving memories. Share stories of old with younger family. Laugh.Rejoice.Challenge: Take a picture with the turkey. Be creative. 🦃🦃🦃🦃🦃🦃🦃🦃🍖🍖,0.4583333333333333
Free Palestine🇵🇸🇵🇸🇵🇸,0.4
"Aloha 🌸I’d like to share my Etsy link, very Rare Antiquarian French books from 1700's, signed, 1st editions, limited edition of “Alice’s Adventures in Wonderland” signed by Salvador Dali Here is a link to my Etsy page:https://www.etsy.com/shop/Frenchbooksandthings?ref=shop_sugg   @ Frenchbooksandthings 🌸Aloha 🌸Je voudrais partager mon lien Etsy, livres français anciens très rares des années 1700, signés, 1ères éditions, vieilles bibles, édition limitée ""Alice's Adventures in Wonderland"" signé Salvador DaliVoici un lien vers ma page Etsy :https://www.etsy.com/shop/Frenchbooksandthings?ref=shop_sugg @ Frenchbooksandthings 🌸",0.10619047619047621
Good morning!A beautiful day!ThankfulBe blessed.Love on someone today.Bless someone today.Pray for someone today.Give thanks.Remember those who have gone before us with loving memories. Share stories of old with younger family. Laugh.Rejoice.Challenge: Take a picture with the turkey. Be creative. 🦃🦃🦃🦃🦃🦃🦃🦃🍖🍖,0.4583333333333333
Free Palestine🇵🇸🇵🇸🇵🇸,0.4
"Aloha 🌸I’d like to share my Etsy link, very Rare Antiquarian French books from 1700's, signed, 1st editions, limited edition of “Alice’s Adventures in Wonderland” signed by Salvador Dali Here is a link to my Etsy page:https://www.etsy.com/shop/Frenchbooksandthings?ref=shop_sugg   @ Frenchbooksandthings 🌸Aloha 🌸Je voudrais partager mon lien Etsy, livres français anciens très rares des années 1700, signés, 1ères éditions, vieilles bibles, édition limitée ""Alice's Adventures in Wonderland"" signé Salvador DaliVoici un lien vers ma page Etsy :https://www.etsy.com/shop/Frenchbooksandthings?ref=shop_sugg @ Frenchbooksandthings 🌸",0.10619047619047621
Good morning!A beautiful day!ThankfulBe blessed.Love on someone today.Bless someone today.Pray for someone today.Give thanks.Remember those who have gone before us with loving memories. Share stories of old with younger family. Laugh.Rejoice.Challenge: Take a picture with the turkey. Be creative. 🦃🦃🦃🦃🦃🦃🦃🦃🍖🍖,0.4583333333333333
Free Palestine🇵🇸🇵🇸🇵🇸,0.4
Fast 9 is one of my favorite! Lots of action and badass female actresses 👏,0.23124999999999998
Waoooooo super y estelar. Siempre nos sorprenden jjjjjj me encantó dios!!!!!!!!,1.0
Fast and Furious 😍❤️❤️❤️,0.2
Watch this movie every week. Love you D...xoxo....💜💜💜💜watching it right now,0.39285714285714285
🔥 special,0.35714285714285715
Fast 9 is one of my favorite! Lots of action and badass female actresses 👏,0.23124999999999998
Waoooooo super y estelar. Siempre nos sorprenden jjjjjj me encantó dios!!!!!!!!,1.0
Fast and Furious 😍❤️❤️❤️,0.2
Watch this movie every week. Love you D...xoxo....💜💜💜💜watching it right now,0.39285714285714285
🔥 special,0.35714285714285715
Fast 9 is one of my favorite! Lots of action and badass female actresses 👏,0.23124999999999998
Waoooooo super y estelar. Siempre nos sorprenden jjjjjj me encantó dios!!!!!!!!,1.0
Fast and Furious 😍❤️❤️❤️,0.2
Watch this movie every week. Love you D...xoxo....💜💜💜💜watching it right now,0.39285714285714285
🔥 special,0.35714285714285715
Super meritati ne meriti altri migliaia di questi sei e sarai sempre il migliore,0.3333333333333333
Love u sir,0.5
Paul and Vin were great together..True brothers,0.8
Beautiful homage to your brother Paul Walker! @vindiesel,1.0
Super meritati ne meriti altri migliaia di questi sei e sarai sempre il migliore,0.3333333333333333
Love u sir,0.5
Paul and Vin were great together..True brothers,0.8
Beautiful homage to your brother Paul Walker! @vindiesel,1.0
Super meritati ne meriti altri migliaia di questi sei e sarai sempre il migliore,0.3333333333333333
Love u sir,0.5
Paul and Vin were great together..True brothers,0.8
Beautiful homage to your brother Paul Walker! @vindiesel,1.0
Listen to her sweet little voice! So adorable 🥰 She has a beautiful spirit ❤️🎶🎶🎶,0.36640625
Ok thx,0.5
So cute daughter <3,0.75
Listen to her sweet little voice! So adorable 🥰 She has a beautiful spirit ❤️🎶🎶🎶,0.36640625
Ok thx,0.5
So cute daughter <3,0.75
Listen to her sweet little voice! So adorable 🥰 She has a beautiful spirit ❤️🎶🎶🎶,0.36640625
Ok thx,0.5
So cute daughter <3,0.75
XXX lovely,0.5
Im come to America ......AND I love this movie in,0.5
"Love you stail yo and holiwod,,",0.5
Lmao,0.6
XXX lovely,0.5
Im come to America ......AND I love this movie in,0.5
"Love you stail yo and holiwod,,",0.5
Lmao,0.6
XXX lovely,0.5
Im come to America ......AND I love this movie in,0.5
"Love you stail yo and holiwod,,",0.5
Lmao,0.6
@vindiesel my pretty,0.25
"To keep my word to have a smile for each day ,is given to us , throw Christ Jesus,its up to us to blessed",0.3
Lol,0.8
I dream of u ever night and day Vin desiel and all good hot dreams too...mmmm...I love u,0.48333333333333334
@vindiesel my pretty,0.25
"To keep my word to have a smile for each day ,is given to us , throw Christ Jesus,its up to us to blessed",0.3
Lol,0.8
I dream of u ever night and day Vin desiel and all good hot dreams too...mmmm...I love u,0.48333333333333334
@vindiesel my pretty,0.25
"To keep my word to have a smile for each day ,is given to us , throw Christ Jesus,its up to us to blessed",0.3
Lol,0.8
I dream of u ever night and day Vin desiel and all good hot dreams too...mmmm...I love u,0.48333333333333334
I love you and roses,0.5
Wow I love roses 😍,0.3
Thank tuo vary vary much,0.2
Love red roses .💋💗💖❤️💞❣️,0.25
Love you so much❤❤❤❤❤,0.5
Love you vin 😘😘😘😘,0.5
Beautiful,0.85
I love roses..,0.5
i love't,0.5
I love you and roses,0.5
Wow I love roses 😍,0.3
Thank tuo vary vary much,0.2
Love red roses .💋💗💖❤️💞❣️,0.25
Love you so much❤❤❤❤❤,0.5
Love you vin 😘😘😘😘,0.5
Beautiful,0.85
I love roses..,0.5
i love't,0.5
I love you and roses,0.5
Wow I love roses 😍,0.3
Thank tuo vary vary much,0.2
Love red roses .💋💗💖❤️💞❣️,0.25
Love you so much❤❤❤❤❤,0.5
Love you vin 😘😘😘😘,0.5
Beautiful,0.85
I love roses..,0.5
i love't,0.5
Love you Vin Diesel,0.5
Love you Vin Diesel,0.5
Love you Vin Diesel,0.5
Happy birthday family,0.8
So SWEET!! How adorable!! Gotta love it❤️😎🎸⭐,0.609375
"My princess. Litlle Ana and i, love you my Honey, Pauline is my daughter, my life and my princess♥️",0.5
Happy birthday family,0.8
So SWEET!! How adorable!! Gotta love it❤️😎🎸⭐,0.609375
"My princess. Litlle Ana and i, love you my Honey, Pauline is my daughter, my life and my princess♥️",0.5
Happy birthday family,0.8
So SWEET!! How adorable!! Gotta love it❤️😎🎸⭐,0.609375
"My princess. Litlle Ana and i, love you my Honey, Pauline is my daughter, my life and my princess♥️",0.5
"...Now If YOU Don't Like My Take on THINGS ""World's Sexiest Bald Man"" stop living LA VIDA NAKED & Grow some HAIR : )",0.25
Sweet,0.35
Smile 😂😂,0.3
Sempre io smile!!,0.46875
"...Now If YOU Don't Like My Take on THINGS ""World's Sexiest Bald Man"" stop living LA VIDA NAKED & Grow some HAIR : )",0.25
Sweet,0.35
Smile 😂😂,0.3
Sempre io smile!!,0.46875
"...Now If YOU Don't Like My Take on THINGS ""World's Sexiest Bald Man"" stop living LA VIDA NAKED & Grow some HAIR : )",0.25
Sweet,0.35
Smile 😂😂,0.3
Sempre io smile!!,0.46875
All love,0.5
All love,0.5
All love,0.5
@vindiesel Happy Bro's B-Day! 🎂🎊🎉🎈💫 Val is really so cool person love him so much & wish him all the best! 💋🍭🍭,0.6100000000000001
"@vindiesel hey brother are u planning on a new season of #theropes , The Ropes??? There are very many of us old school bouncers that enjoyed it very much.  @valentinomorales role in it hit home big time.  Hope you guys bring it back and if u need any extras I'm in.  Lmaoo.  God bless brother",0.23519480519480518
Happy Birthday... nice party 🎂🎁🎉,0.7
@b_rizzle_518 no that's my uncle. Who is vins best friend for years.,1.0
@vindiesel Happy Bro's B-Day! 🎂🎊🎉🎈💫 Val is really so cool person love him so much & wish him all the best! 💋🍭🍭,0.6100000000000001
"@vindiesel hey brother are u planning on a new season of #theropes , The Ropes??? There are very many of us old school bouncers that enjoyed it very much.  @valentinomorales role in it hit home big time.  Hope you guys bring it back and if u need any extras I'm in.  Lmaoo.  God bless brother",0.23519480519480518
Happy Birthday... nice party 🎂🎁🎉,0.7
@b_rizzle_518 no that's my uncle. Who is vins best friend for years.,1.0
@vindiesel Happy Bro's B-Day! 🎂🎊🎉🎈💫 Val is really so cool person love him so much & wish him all the best! 💋🍭🍭,0.6100000000000001
"@vindiesel hey brother are u planning on a new season of #theropes , The Ropes??? There are very many of us old school bouncers that enjoyed it very much.  @valentinomorales role in it hit home big time.  Hope you guys bring it back and if u need any extras I'm in.  Lmaoo.  God bless brother",0.23519480519480518
Happy Birthday... nice party 🎂🎁🎉,0.7
@b_rizzle_518 no that's my uncle. Who is vins best friend for years.,1.0
Loved it saw it ❤️❤️❤️,0.7
Love you forever 🙏❤️😁,0.5
Esperar por ti love yes 🙏🤗💪,0.5
Want to see look like a cool movie,0.35
Loved it saw it ❤️❤️❤️,0.7
Love you forever 🙏❤️😁,0.5
Esperar por ti love yes 🙏🤗💪,0.5
Want to see look like a cool movie,0.35
Loved it saw it ❤️❤️❤️,0.7
Love you forever 🙏❤️😁,0.5
Esperar por ti love yes 🙏🤗💪,0.5
Want to see look like a cool movie,0.35
All Love ❤️ @vindiesel,0.5
Hey sexy,0.5
Awww he sooooo damb cute like a schoolboy with his crush lol jk vin,0.5666666666666668
All Love ❤️ @vindiesel,0.5
Hey sexy,0.5
Awww he sooooo damb cute like a schoolboy with his crush lol jk vin,0.5666666666666668
All Love ❤️ @vindiesel,0.5
Hey sexy,0.5
Awww he sooooo damb cute like a schoolboy with his crush lol jk vin,0.5666666666666668
Please register me in your love brother.,0.5
Please register me in your love brother.,0.5
Please register me in your love brother.,0.5
Even I would love to see more of it too❤️❤️❤️❤️,0.5
We are waiting for New riddick,0.13636363636363635
Even I would love to see more of it too❤️❤️❤️❤️,0.5
We are waiting for New riddick,0.13636363636363635
Even I would love to see more of it too❤️❤️❤️❤️,0.5
We are waiting for New riddick,0.13636363636363635
does anyone know who this girl is? i don't have any idea.. she's so cute 😆,0.5
How cool bro,0.35
Wow..,0.1
does anyone know who this girl is? i don't have any idea.. she's so cute 😆,0.5
How cool bro,0.35
Wow..,0.1
does anyone know who this girl is? i don't have any idea.. she's so cute 😆,0.5
How cool bro,0.35
Wow..,0.1
The best.,1.0
Cool,0.35
You know make new star wars movie,0.13636363636363635
Beautiful ninos,0.85
The best.,1.0
Cool,0.35
You know make new star wars movie,0.13636363636363635
Beautiful ninos,0.85
The best.,1.0
Cool,0.35
You know make new star wars movie,0.13636363636363635
Beautiful ninos,0.85
Wow!,0.125
I love u vindiesel😍😍😍😍😘,0.5
This most beautiful smile in the world.,0.55
Love you xxxxxxxxxx,0.5
You are wonderful. @vindiesel 💜,1.0
Always smile !!♡♡♡,0.46875
Wooooow ❤❤❤ i love you,0.5
Wow!,0.125
I love u vindiesel😍😍😍😍😘,0.5
This most beautiful smile in the world.,0.55
Love you xxxxxxxxxx,0.5
You are wonderful. @vindiesel 💜,1.0
Always smile !!♡♡♡,0.46875
Wooooow ❤❤❤ i love you,0.5
Wow!,0.125
I love u vindiesel😍😍😍😍😘,0.5
This most beautiful smile in the world.,0.55
Love you xxxxxxxxxx,0.5
You are wonderful. @vindiesel 💜,1.0
Always smile !!♡♡♡,0.46875
Wooooow ❤❤❤ i love you,0.5
You and the love you have for your angels.,0.5
Love @vindiesel 💜,0.5
Life Could Be Heaven but not with rheumatoid arthritis and pseudogout and a Sprinkle of Lyme disease on top then it could be hell Gearheads only,0.25
That's the look right there @vincitquipatitur,0.2857142857142857
Always cute,0.5
Was that fun,0.3
You and the love you have for your angels.,0.5
Love @vindiesel 💜,0.5
Life Could Be Heaven but not with rheumatoid arthritis and pseudogout and a Sprinkle of Lyme disease on top then it could be hell Gearheads only,0.25
That's the look right there @vincitquipatitur,0.2857142857142857
Always cute,0.5
Was that fun,0.3
You and the love you have for your angels.,0.5
Love @vindiesel 💜,0.5
Life Could Be Heaven but not with rheumatoid arthritis and pseudogout and a Sprinkle of Lyme disease on top then it could be hell Gearheads only,0.25
That's the look right there @vincitquipatitur,0.2857142857142857
Always cute,0.5
Was that fun,0.3
Love this hub🦋♥,0.5
"You don’t know what you’re talking about. You stay in one place and dont move around to see the real area of need in D.R. Take a trip to the South. Azua, Padres La Casas, San Juan de la Maguana ( El Refugio) & Barahona, so you can witness with your eyes what I saw and what I know is there. To me its a world of its own that because tourist rarely go there they do not have any potential for growth Vs. La Romana who does have tourist. I spent years taking Loads of goods and food  to many these areas including loads of Meds. For HIV Pts. All this I did with my revenue which does not compare to yours. I would not even post this clip asking for support because you have enough revenue to help them. I also  bought 1 kid for surgery to N.Y. Be aware, after you help them they don’t look at you again but God knows your deed. 🙌🏽🙌🏽Go to the other side of D.R. So you can post a real life clip with tears in your eyes and dust in your face🧳",0.1825
Real hip-hop🔥🔥🔥🔥,0.2
Love this hub🦋♥,0.5
"You don’t know what you’re talking about. You stay in one place and dont move around to see the real area of need in D.R. Take a trip to the South. Azua, Padres La Casas, San Juan de la Maguana ( El Refugio) & Barahona, so you can witness with your eyes what I saw and what I know is there. To me its a world of its own that because tourist rarely go there they do not have any potential for growth Vs. La Romana who does have tourist. I spent years taking Loads of goods and food  to many these areas including loads of Meds. For HIV Pts. All this I did with my revenue which does not compare to yours. I would not even post this clip asking for support because you have enough revenue to help them. I also  bought 1 kid for surgery to N.Y. Be aware, after you help them they don’t look at you again but God knows your deed. 🙌🏽🙌🏽Go to the other side of D.R. So you can post a real life clip with tears in your eyes and dust in your face🧳",0.1825
Real hip-hop🔥🔥🔥🔥,0.2
Love this hub🦋♥,0.5
"You don’t know what you’re talking about. You stay in one place and dont move around to see the real area of need in D.R. Take a trip to the South. Azua, Padres La Casas, San Juan de la Maguana ( El Refugio) & Barahona, so you can witness with your eyes what I saw and what I know is there. To me its a world of its own that because tourist rarely go there they do not have any potential for growth Vs. La Romana who does have tourist. I spent years taking Loads of goods and food  to many these areas including loads of Meds. For HIV Pts. All this I did with my revenue which does not compare to yours. I would not even post this clip asking for support because you have enough revenue to help them. I also  bought 1 kid for surgery to N.Y. Be aware, after you help them they don’t look at you again but God knows your deed. 🙌🏽🙌🏽Go to the other side of D.R. So you can post a real life clip with tears in your eyes and dust in your face🧳",0.1825
Real hip-hop🔥🔥🔥🔥,0.2
Happy birthday to you paul walker😢😢,0.8
Happy birthday to you paul walker😢😢,0.8
Happy birthday to you paul walker😢😢,0.8
Sweet ❤️😘👍😍,0.35
Love her!,0.625
@vindiesel you are the best,1.0
Good,0.7
Ok,0.5
Dear vin I'm a biiiiggg fan of the series I'm turning ten on JULY 10 and my mom is to . I have seen all of  your movies and I hop good luck on furious 9 and can I get a shout out please replie,0.35
It was awesome! I  loved her part.,0.85
Sweet ❤️😘👍😍,0.35
Love her!,0.625
@vindiesel you are the best,1.0
Good,0.7
Ok,0.5
Dear vin I'm a biiiiggg fan of the series I'm turning ten on JULY 10 and my mom is to . I have seen all of  your movies and I hop good luck on furious 9 and can I get a shout out please replie,0.35
It was awesome! I  loved her part.,0.85
Sweet ❤️😘👍😍,0.35
Love her!,0.625
@vindiesel you are the best,1.0
Good,0.7
Ok,0.5
Dear vin I'm a biiiiggg fan of the series I'm turning ten on JULY 10 and my mom is to . I have seen all of  your movies and I hop good luck on furious 9 and can I get a shout out please replie,0.35
It was awesome! I  loved her part.,0.85
Xxx very good film,0.9099999999999999
Xxx very good film,0.9099999999999999
Xxx very good film,0.9099999999999999
Thanks,0.2
Lots of love x,0.5
Merry Christmas  and happy new year too,0.4681818181818182
Good,0.7
Thanks,0.2
Lots of love x,0.5
Merry Christmas  and happy new year too,0.4681818181818182
Good,0.7
Thanks,0.2
Lots of love x,0.5
Merry Christmas  and happy new year too,0.4681818181818182
Good,0.7
Her daddy has a great voice❤️❤️❤️❤️❤️,0.8
So sweet!,0.4375
What a wonderful man I love you Vin Diesel ❤️❤️❤️❤️❤️,0.75
"she's so cute the little girl and you are, awesome",0.4375
Her daddy has a great voice❤️❤️❤️❤️❤️,0.8
So sweet!,0.4375
What a wonderful man I love you Vin Diesel ❤️❤️❤️❤️❤️,0.75
"she's so cute the little girl and you are, awesome",0.4375
Her daddy has a great voice❤️❤️❤️❤️❤️,0.8
So sweet!,0.4375
What a wonderful man I love you Vin Diesel ❤️❤️❤️❤️❤️,0.75
"she's so cute the little girl and you are, awesome",0.4375
Beautiful ❤️,0.85
how cute,0.5
She's so beautiful 😍❤️!,1.0
Do you still have Cane Corsos? I got my first cc five months ago after I fell in love with the breed after seeing a Pic of you Roman.i researched the breed and I never had such a amazing dog. He's just so intelligent and gentle and funny lol,0.42500000000000004
Beautiful ❤️,0.85
how cute,0.5
She's so beautiful 😍❤️!,1.0
Do you still have Cane Corsos? I got my first cc five months ago after I fell in love with the breed after seeing a Pic of you Roman.i researched the breed and I never had such a amazing dog. He's just so intelligent and gentle and funny lol,0.42500000000000004
Beautiful ❤️,0.85
how cute,0.5
She's so beautiful 😍❤️!,1.0
