Comments,sentiment
"Hahaha I hate this guy's style, he's cool and fake mannered 😁😁😁😛😝😒😑",-0.18750000000000003
Wtf is happening.,-0.5
Wtf is happening.,-0.5
Wtf is happening.,-0.5
Next world not fair.,-0.175
Next world not fair.,-0.175
Next world not fair.,-0.175
memang :/ @kellykidman,-0.25
memang :/ @kellykidman,-0.25
memang :/ @kellykidman,-0.25
"I live in St.Paul/ Minneapolis, and still thinking about George Floyd’s death 💀, almost 3 years later! At least the Police 👮‍♀️ officers are in Jail for murdering him!",-0.07215909090909091
"I live in St.Paul/ Minneapolis, and still thinking about George Floyd’s death 💀, almost 3 years later! At least the Police 👮‍♀️ officers are in Jail for murdering him!",-0.07215909090909091
"I live in St.Paul/ Minneapolis, and still thinking about George Floyd’s death 💀, almost 3 years later! At least the Police 👮‍♀️ officers are in Jail for murdering him!",-0.07215909090909091
Warhammer 40k Rouge Trader . My Militant arci dead from Ahriman . I cry,-0.2
Warhammer 40k Rouge Trader . My Militant arci dead from Ahriman . I cry,-0.2
Warhammer 40k Rouge Trader . My Militant arci dead from Ahriman . I cry,-0.2
Looks like pain sorry,-0.5
Looks like pain sorry,-0.5
Looks like pain sorry,-0.5
Bad ass 👏👏👏🤙🏻🤙🏻💪🏻🤘🏼,-0.6999999999999998
Bad ass 👏👏👏🤙🏻🤙🏻💪🏻🤘🏼,-0.6999999999999998
Bad ass 👏👏👏🤙🏻🤙🏻💪🏻🤘🏼,-0.6999999999999998
THIS IS GARRETT HEDLUND AND VIN IN THE SAME PIC WTF @_bethbray,-0.25
THIS IS GARRETT HEDLUND AND VIN IN THE SAME PIC WTF @_bethbray,-0.25
THIS IS GARRETT HEDLUND AND VIN IN THE SAME PIC WTF @_bethbray,-0.25
Sharp,-0.125
Sharp,-0.125
Sharp,-0.125
Mama 😂😂😂😂you post this on @god_1st_33 what's wrong with this post?! 👏🏻👏🏻👏🏼😂😂😂,-0.625
Sorry for u dude...fat and curious!!!!!!!,-0.4884185791015625
Mama 😂😂😂😂you post this on @god_1st_33 what's wrong with this post?! 👏🏻👏🏻👏🏼😂😂😂,-0.625
Sorry for u dude...fat and curious!!!!!!!,-0.4884185791015625
Mama 😂😂😂😂you post this on @god_1st_33 what's wrong with this post?! 👏🏻👏🏻👏🏼😂😂😂,-0.625
Sorry for u dude...fat and curious!!!!!!!,-0.4884185791015625
I watched this the other day,-0.125
I watched this the other day,-0.125
I watched this the other day,-0.125
@tyrese @paulwalker  Paul Walker faked his death ! You are thieves! You should ruin your movie fake shit! Scammers,-0.375
@tyrese @paulwalker  Paul Walker faked his death ! You are thieves! You should ruin your movie fake shit! Scammers,-0.375
@tyrese @paulwalker  Paul Walker faked his death ! You are thieves! You should ruin your movie fake shit! Scammers,-0.375
"@vindiesel please send me two tickets for world premiere, me and my brother have this dream from little kids🙏🏻",-0.1875
FAMILY FAMILY same fucking comment,-0.3
"@vindiesel please send me two tickets for world premiere, me and my brother have this dream from little kids🙏🏻",-0.1875
FAMILY FAMILY same fucking comment,-0.3
"@vindiesel please send me two tickets for world premiere, me and my brother have this dream from little kids🙏🏻",-0.1875
FAMILY FAMILY same fucking comment,-0.3
Wtf,-0.5
Wtf,-0.5
Wtf,-0.5
Wtf,-0.5
Wtf,-0.5
Wtf,-0.5
"That's it my man , that is bad ass.",-0.6999999999999998
"That's it my man , that is bad ass.",-0.6999999999999998
"That's it my man , that is bad ass.",-0.6999999999999998
One bad dude,-0.6999999999999998
One bad dude,-0.6999999999999998
One bad dude,-0.6999999999999998
This is insane man. You gotta be my uncle. No funny shit.,-0.44166666666666665
This is insane man. You gotta be my uncle. No funny shit.,-0.44166666666666665
This is insane man. You gotta be my uncle. No funny shit.,-0.44166666666666665
Why did you made gang of war every movie like psychopathe demon crazy you have To be close in hôpital you casch with all crazy like you,-0.6
Why did you made gang of war every movie like psychopathe demon crazy you have To be close in hôpital you casch with all crazy like you,-0.6
Why did you made gang of war every movie like psychopathe demon crazy you have To be close in hôpital you casch with all crazy like you,-0.6
"💖💖💖 don't be mad Family, just couldn't resist!  Yes this is way back, but we go back further than you could dream pretty boy, i mean FAMILY.  To my credit, I objectify you far less these days...really...promise... WAIT, WHY DO YOU LOOK LIKE YOU'RE HOLDING IN LAUGHTER... I'M REFORMED I TELL YOU DIESEL... i meeeaan Mark : )",-0.04560185185185185
This shut sucks,-0.3
"💖💖💖 don't be mad Family, just couldn't resist!  Yes this is way back, but we go back further than you could dream pretty boy, i mean FAMILY.  To my credit, I objectify you far less these days...really...promise... WAIT, WHY DO YOU LOOK LIKE YOU'RE HOLDING IN LAUGHTER... I'M REFORMED I TELL YOU DIESEL... i meeeaan Mark : )",-0.04560185185185185
This shut sucks,-0.3
"💖💖💖 don't be mad Family, just couldn't resist!  Yes this is way back, but we go back further than you could dream pretty boy, i mean FAMILY.  To my credit, I objectify you far less these days...really...promise... WAIT, WHY DO YOU LOOK LIKE YOU'RE HOLDING IN LAUGHTER... I'M REFORMED I TELL YOU DIESEL... i meeeaan Mark : )",-0.04560185185185185
This shut sucks,-0.3
Long bored for life,-0.275
Long bored for life,-0.275
Long bored for life,-0.275
How Paul Walker is dead,-0.2
How Paul Walker is dead,-0.2
How Paul Walker is dead,-0.2
"crazy. . . Ja,ja,ja",-0.6
"crazy. . . Ja,ja,ja",-0.6
"crazy. . . Ja,ja,ja",-0.6
Totally obsessed. It’s actually unhealthy,-0.45
Totally obsessed. It’s actually unhealthy,-0.45
Totally obsessed. It’s actually unhealthy,-0.45
I'm so confused rn,-0.4
I'm so confused rn,-0.4
I'm so confused rn,-0.4
Why is there no D&D stuff on your IG :(,-0.75
Why is there no D&D stuff on your IG :(,-0.75
Why is there no D&D stuff on your IG :(,-0.75
I love you you mad milf,-0.0625
I love you you mad milf,-0.0625
I love you you mad milf,-0.0625
Oh shit @officiallykam_,-0.2
Oh shit @officiallykam_,-0.2
Oh shit @officiallykam_,-0.2
Sometimes  find it hard in life Vin diesel,-0.2916666666666667
Sometimes  find it hard in life Vin diesel,-0.2916666666666667
Sometimes  find it hard in life Vin diesel,-0.2916666666666667
Hi sir i can not something for you because i live in poor countery haha,-0.02121212121212122
Hi sir i can not something for you because i live in poor countery haha,-0.02121212121212122
Hi sir i can not something for you because i live in poor countery haha,-0.02121212121212122
Creepy😯good photo art but hate the burnt feel of it. Looking forward to the new October movie much.,-0.15454545454545457
Creepy😯good photo art but hate the burnt feel of it. Looking forward to the new October movie much.,-0.15454545454545457
Creepy😯good photo art but hate the burnt feel of it. Looking forward to the new October movie much.,-0.15454545454545457
I gota Dom mind set shit painful,-0.44999999999999996
I gota Dom mind set shit painful,-0.44999999999999996
I gota Dom mind set shit painful,-0.44999999999999996
"dear @vindiesel, i'm from venezuela. forgive the audacity to write .. I write stories, I'm finalizing a script and I would like to share it with you .. if it is not too much trouble please forgive the boldness. excuse my English. 🤗",-0.08333333333333333
"dear @vindiesel, i'm from venezuela. forgive the audacity to write .. I write stories, I'm finalizing a script and I would like to share it with you .. if it is not too much trouble please forgive the boldness. excuse my English. 🤗",-0.08333333333333333
"dear @vindiesel, i'm from venezuela. forgive the audacity to write .. I write stories, I'm finalizing a script and I would like to share it with you .. if it is not too much trouble please forgive the boldness. excuse my English. 🤗",-0.08333333333333333
What’s this mean @vindiesel,-0.3125
What’s this mean @vindiesel,-0.3125
What’s this mean @vindiesel,-0.3125
You look serious. 😆😆,-0.3333333333333333
You look serious. 😆😆,-0.3333333333333333
You look serious. 😆😆,-0.3333333333333333
"Come an dude make a 3 Riddick movie, wanna see Riddick going home and see his past.",-0.25
"Come an dude make a 3 Riddick movie, wanna see Riddick going home and see his past.",-0.25
"Come an dude make a 3 Riddick movie, wanna see Riddick going home and see his past.",-0.25
"Vin hello 🤚 when will there be a normal continuation of the Riddick franchise ?🤔And I really wanted at least 4-5 celebrities to be involved in the continuation of the film. Without this, the film will fail. It would be cool if, in addition to you, stars Dolph Lundgren, Gary Oldman, Willem Dafoe, Ron Perlman, Javier Bardem starred in Riddick.",-0.020000000000000007
"Vin hello 🤚 when will there be a normal continuation of the Riddick franchise ?🤔And I really wanted at least 4-5 celebrities to be involved in the continuation of the film. Without this, the film will fail. It would be cool if, in addition to you, stars Dolph Lundgren, Gary Oldman, Willem Dafoe, Ron Perlman, Javier Bardem starred in Riddick.",-0.020000000000000007
"Vin hello 🤚 when will there be a normal continuation of the Riddick franchise ?🤔And I really wanted at least 4-5 celebrities to be involved in the continuation of the film. Without this, the film will fail. It would be cool if, in addition to you, stars Dolph Lundgren, Gary Oldman, Willem Dafoe, Ron Perlman, Javier Bardem starred in Riddick.",-0.020000000000000007
Sorry the movie name is “ una niñera aprueba de balas” and I almost forget. Greetings from Colombia 🇨🇴,-0.5
Sorry the movie name is “ una niñera aprueba de balas” and I almost forget. Greetings from Colombia 🇨🇴,-0.5
Sorry the movie name is “ una niñera aprueba de balas” and I almost forget. Greetings from Colombia 🇨🇴,-0.5
A time well spent!,-0.125
A time well spent!,-0.125
A time well spent!,-0.125
I'd say he posts other people's quotes because he found value in them and is considerate enough to want us to also benefit from the wisdom.,-0.0625
I'd say he posts other people's quotes because he found value in them and is considerate enough to want us to also benefit from the wisdom.,-0.0625
I'd say he posts other people's quotes because he found value in them and is considerate enough to want us to also benefit from the wisdom.,-0.0625
check your direct message please and reply @vindiesel :'(,-0.45
check your direct message please and reply @vindiesel :'(,-0.45
check your direct message please and reply @vindiesel :'(,-0.45
The little one on the bottom os rocket,-0.1875
The little one on the bottom os rocket,-0.1875
The little one on the bottom os rocket,-0.1875
"""It's like they were frozen cold""",-0.6
"""It's like they were frozen cold""",-0.6
"""It's like they were frozen cold""",-0.6
Wouldn't mind slidin in behind ya and ridin passenger!!,-0.625
Wouldn't mind slidin in behind ya and ridin passenger!!,-0.625
Wouldn't mind slidin in behind ya and ridin passenger!!,-0.625
I think u mentioned the wrong acc😅his acc was @kriswu,-0.5
I think u mentioned the wrong acc😅his acc was @kriswu,-0.5
I think u mentioned the wrong acc😅his acc was @kriswu,-0.5
U mean the Tunisian 🇹🇳,-0.3125
U mean the Tunisian 🇹🇳,-0.3125
U mean the Tunisian 🇹🇳,-0.3125
A ride with u is my truly crazy and obviusly impossible dream! I dont believe un imposible... And i mean a ride as competición haha love u. God bless u i'm ur fan thanks for you all love to. This planeta sorry my english buscame y hazme un gimnasio como el tuyo para que pueda caminar y bailar rápido otra vez Dios te bendigaaaaaa,-0.09398148148148147
A ride with u is my truly crazy and obviusly impossible dream! I dont believe un imposible... And i mean a ride as competición haha love u. God bless u i'm ur fan thanks for you all love to. This planeta sorry my english buscame y hazme un gimnasio como el tuyo para que pueda caminar y bailar rápido otra vez Dios te bendigaaaaaa,-0.09398148148148147
A ride with u is my truly crazy and obviusly impossible dream! I dont believe un imposible... And i mean a ride as competición haha love u. God bless u i'm ur fan thanks for you all love to. This planeta sorry my english buscame y hazme un gimnasio como el tuyo para que pueda caminar y bailar rápido otra vez Dios te bendigaaaaaa,-0.09398148148148147
I'm obsessed with fast and furious! It's all I talk about! LITERALLY!,-0.0546875
Just me or does that guys neck look to long??,-0.05
I'm obsessed with fast and furious! It's all I talk about! LITERALLY!,-0.0546875
Just me or does that guys neck look to long??,-0.05
I'm obsessed with fast and furious! It's all I talk about! LITERALLY!,-0.0546875
Just me or does that guys neck look to long??,-0.05
Why so serious?,-0.3333333333333333
Why so serious?,-0.3333333333333333
Why so serious?,-0.3333333333333333
In confused,-0.4
In confused,-0.4
In confused,-0.4
"O My Word🔥you shot Bloodshot in South Africa 🌍 and I didn't even know💕that is terrible, thanks to technology ⚙ now I might keep up with what my favorite actor is up to💃",-0.10000000000000002
"O My Word🔥you shot Bloodshot in South Africa 🌍 and I didn't even know💕that is terrible, thanks to technology ⚙ now I might keep up with what my favorite actor is up to💃",-0.10000000000000002
"O My Word🔥you shot Bloodshot in South Africa 🌍 and I didn't even know💕that is terrible, thanks to technology ⚙ now I might keep up with what my favorite actor is up to💃",-0.10000000000000002
Yes my guy you will have at least one tuna in your life,-0.3
Yes my guy you will have at least one tuna in your life,-0.3
Yes my guy you will have at least one tuna in your life,-0.3
Such a long way ❤️,-0.025
Such a long way ❤️,-0.025
Such a long way ❤️,-0.025
@vindiesel been through the darkest of days... heavens a heartbreak away... never let you go... never let me down... bro it's been one hell of a ride... driving the edge of the night... don't ya give up... I won't give up,-0.15555555555555559
@vindiesel been through the darkest of days... heavens a heartbreak away... never let you go... never let me down... bro it's been one hell of a ride... driving the edge of the night... don't ya give up... I won't give up,-0.15555555555555559
@vindiesel been through the darkest of days... heavens a heartbreak away... never let you go... never let me down... bro it's been one hell of a ride... driving the edge of the night... don't ya give up... I won't give up,-0.15555555555555559
Driving distracted? Y wanna get yourself killed! If yr holding that camera.,-0.25
Driving distracted? Y wanna get yourself killed! If yr holding that camera.,-0.25
Driving distracted? Y wanna get yourself killed! If yr holding that camera.,-0.25
This RIDDICK....character should go to VIDEO GAME something like MORTALKOMBAT 11... 😈,-0.4
This RIDDICK....character should go to VIDEO GAME something like MORTALKOMBAT 11... 😈,-0.4
This RIDDICK....character should go to VIDEO GAME something like MORTALKOMBAT 11... 😈,-0.4
scary,-0.5
scary,-0.5
scary,-0.5
.riddick is a bad ass movie,-0.6999999999999998
.riddick is a bad ass movie,-0.6999999999999998
.riddick is a bad ass movie,-0.6999999999999998
Mwah..mwah..kissi kisi...that little nunu,-0.1875
Mwah..mwah..kissi kisi...that little nunu,-0.1875
Mwah..mwah..kissi kisi...that little nunu,-0.1875
"Bro it's crazy that y'all named it F8 because it sounds like fate, then y'all named that shit fate of the furious.",-0.4
"Bro it's crazy that y'all named it F8 because it sounds like fate, then y'all named that shit fate of the furious.",-0.4
"Bro it's crazy that y'all named it F8 because it sounds like fate, then y'all named that shit fate of the furious.",-0.4
Sad family,-0.5
Sad family,-0.5
Sad family,-0.5
When can I be like you oh sorry tall barne  hey when hare that did I care like a baby that was just born and going to wash over your show to night the 7 1 2 3 I wash them ever night and day before I go anywere,-0.5
When can I be like you oh sorry tall barne  hey when hare that did I care like a baby that was just born and going to wash over your show to night the 7 1 2 3 I wash them ever night and day before I go anywere,-0.5
When can I be like you oh sorry tall barne  hey when hare that did I care like a baby that was just born and going to wash over your show to night the 7 1 2 3 I wash them ever night and day before I go anywere,-0.5
@fatima_199674 na fati to hamishe ba man bad bodi,-0.6999999999999998
@fatima_199674 na fati to hamishe ba man bad bodi,-0.6999999999999998
@fatima_199674 na fati to hamishe ba man bad bodi,-0.6999999999999998
"Bad boy ,😊💗💋 😏",-0.6999999999999998
Now u can't do anything ...you have  to check your dictionary before buying it .....now sorry no refund...@vindiesel .........,-0.5
"Bad boy ,😊💗💋 😏",-0.6999999999999998
Now u can't do anything ...you have  to check your dictionary before buying it .....now sorry no refund...@vindiesel .........,-0.5
"Bad boy ,😊💗💋 😏",-0.6999999999999998
Now u can't do anything ...you have  to check your dictionary before buying it .....now sorry no refund...@vindiesel .........,-0.5
i miss you paul:((,-0.75
i miss you paul:((,-0.75
i miss you paul:((,-0.75
"Let's drive not fast, for the family bro",-0.1
"Let's drive not fast, for the family bro",-0.1
"Let's drive not fast, for the family bro",-0.1
bad boy,-0.6999999999999998
bad boy,-0.6999999999999998
bad boy,-0.6999999999999998
I am missing paul walker😢😢,-0.2
I am missing paul walker😢😢,-0.2
I am missing paul walker😢😢,-0.2
"You are right, it's so bloody true",-0.05476190476190479
"You are right, it's so bloody true",-0.05476190476190479
"You are right, it's so bloody true",-0.05476190476190479
Already serious.,-0.3333333333333333
Already serious.,-0.3333333333333333
Already serious.,-0.3333333333333333
Finally got round to watching it bloody brill film xxx,-0.3333333333333333
Finally got round to watching it bloody brill film xxx,-0.3333333333333333
Finally got round to watching it bloody brill film xxx,-0.3333333333333333
There is a lot of horrible people in the world,-1.0
There is a lot of horrible people in the world,-1.0
There is a lot of horrible people in the world,-1.0
"R.i.P Paul Walker✨ I’m always anonymous everywhere but not here and not this time! The dude gave me a dream, I saw him driving the Supra RZ so I started to work hard everyday for about 3 years and finally I buy my M240i ♥️ I just tuned the ""exhaust"" the car is like devil. I was always like depressed, not interested by nothing in life and now when I drive my car I just put my sunglasses rayban and keep smile. Maybe Bryan and his Supra RZ saved me or I will not be here too.",-0.06333333333333334
"R.i.P Paul Walker✨ I’m always anonymous everywhere but not here and not this time! The dude gave me a dream, I saw him driving the Supra RZ so I started to work hard everyday for about 3 years and finally I buy my M240i ♥️ I just tuned the ""exhaust"" the car is like devil. I was always like depressed, not interested by nothing in life and now when I drive my car I just put my sunglasses rayban and keep smile. Maybe Bryan and his Supra RZ saved me or I will not be here too.",-0.06333333333333334
"R.i.P Paul Walker✨ I’m always anonymous everywhere but not here and not this time! The dude gave me a dream, I saw him driving the Supra RZ so I started to work hard everyday for about 3 years and finally I buy my M240i ♥️ I just tuned the ""exhaust"" the car is like devil. I was always like depressed, not interested by nothing in life and now when I drive my car I just put my sunglasses rayban and keep smile. Maybe Bryan and his Supra RZ saved me or I will not be here too.",-0.06333333333333334
@ramonsupreme didn’t know you and Vin Diesel were this tight,-0.17857142857142858
@ramonsupreme didn’t know you and Vin Diesel were this tight,-0.17857142857142858
@ramonsupreme didn’t know you and Vin Diesel were this tight,-0.17857142857142858
Angry 💢💢💢 😡😡,-0.5
Angry 💢💢💢 😡😡,-0.5
Angry 💢💢💢 😡😡,-0.5
Help my children are hungry we need the help.we live a lon no one to help no one l have three children and l am one with them is very difficult card number can guve to help.card4276170019268424,-0.25681818181818183
@vindiesel I was so mad at Denzel. The movie started out great....then he turned into a couple of the men I know. @violadavis did her thing as usual. It was a great movie....the echoes at the end made me tear up. That story plays through generations of people the same way.,-0.01874999999999999
Help my children are hungry we need the help.we live a lon no one to help no one l have three children and l am one with them is very difficult card number can guve to help.card4276170019268424,-0.25681818181818183
@vindiesel I was so mad at Denzel. The movie started out great....then he turned into a couple of the men I know. @violadavis did her thing as usual. It was a great movie....the echoes at the end made me tear up. That story plays through generations of people the same way.,-0.01874999999999999
Help my children are hungry we need the help.we live a lon no one to help no one l have three children and l am one with them is very difficult card number can guve to help.card4276170019268424,-0.25681818181818183
@vindiesel I was so mad at Denzel. The movie started out great....then he turned into a couple of the men I know. @violadavis did her thing as usual. It was a great movie....the echoes at the end made me tear up. That story plays through generations of people the same way.,-0.01874999999999999
What does barca bc mean,-0.3125
What does barca bc mean,-0.3125
What does barca bc mean,-0.3125
"Yeeeee! Try harder, give it all.💪💪💪💪😉😉👍👍👍👍👍",-0.1
"Yeeeee! Try harder, give it all.💪💪💪💪😉😉👍👍👍👍👍",-0.1
"Yeeeee! Try harder, give it all.💪💪💪💪😉😉👍👍👍👍👍",-0.1
Hard Training,-0.2916666666666667
Hard Training,-0.2916666666666667
Hard Training,-0.2916666666666667
man am  black man,-0.16666666666666666
man am  black man,-0.16666666666666666
what is the name behind you???,-0.4
man am  black man,-0.16666666666666666
man am  black man,-0.16666666666666666
what is the name behind you???,-0.4
man am  black man,-0.16666666666666666
man am  black man,-0.16666666666666666
what is the name behind you???,-0.4
Pitch black,-0.16666666666666666
Pitch black,-0.16666666666666666
Pitch black,-0.16666666666666666
@vindiesel the others have a bilingual person who translates the information in the game,-0.4
@vindiesel the others have a bilingual person who translates the information in the game,-0.4
@vindiesel the others have a bilingual person who translates the information in the game,-0.4
I'ff possible so please come @paulwalker 🙏🙏🙏🙏 life totally boring without you. I really miss you brother 😭😭😭😭😘😘😘😘,-0.26666666666666666
I'ff possible so please come @paulwalker 🙏🙏🙏🙏 life totally boring without you. I really miss you brother 😭😭😭😭😘😘😘😘,-0.26666666666666666
I'ff possible so please come @paulwalker 🙏🙏🙏🙏 life totally boring without you. I really miss you brother 😭😭😭😭😘😘😘😘,-0.26666666666666666
Brutal,-0.875
Brutal,-0.875
Brutal,-0.875
Cage.. What the fuck is going on!?! хаХаха!),-0.78125
Cage.. What the fuck is going on!?! хаХаха!),-0.78125
Cage.. What the fuck is going on!?! хаХаха!),-0.78125
John bon Jones put your shit together and be a Champion again.. We miss you Boss,-0.2
John bon Jones put your shit together and be a Champion again.. We miss you Boss,-0.2
John bon Jones put your shit together and be a Champion again.. We miss you Boss,-0.2
"@pamperedprincess69  2 late, already getting this rn. Those abs on my back will be unstoppable.",-0.15
"@pamperedprincess69  2 late, already getting this rn. Those abs on my back will be unstoppable.",-0.15
"@pamperedprincess69  2 late, already getting this rn. Those abs on my back will be unstoppable.",-0.15
"We've came a long way, from where se began...",-0.05
We've came a long way without you my friend so i tell you all about it when i see you again,-0.05
"We've came a long way, from where se began...",-0.05
We've came a long way without you my friend so i tell you all about it when i see you again,-0.05
"We've came a long way, from where se began...",-0.05
We've came a long way without you my friend so i tell you all about it when i see you again,-0.05
Yeah am crazy  about muscle cars...,-0.6
Yeah am crazy  about muscle cars...,-0.6
Yeah am crazy  about muscle cars...,-0.6
You closed Facebook VinBook Community 😕😔 @vindiesel,-0.1
You closed Facebook VinBook Community 😕😔 @vindiesel,-0.1
You closed Facebook VinBook Community 😕😔 @vindiesel,-0.1
"Hello Vin ! ARE YOU LOOKING FOR A MEAN ASIAN FACE ? BROTHER ? LEMME KNOW ... IT WILL BE AN HONOR TO BE A PART OF YOUR PROJECTS, BROTHER... sameer_609@hotmail.com",-0.15625
"Hello Vin ! ARE YOU LOOKING FOR A MEAN ASIAN FACE ? BROTHER ? LEMME KNOW ... IT WILL BE AN HONOR TO BE A PART OF YOUR PROJECTS, BROTHER... sameer_609@hotmail.com",-0.15625
"Hello Vin ! ARE YOU LOOKING FOR A MEAN ASIAN FACE ? BROTHER ? LEMME KNOW ... IT WILL BE AN HONOR TO BE A PART OF YOUR PROJECTS, BROTHER... sameer_609@hotmail.com",-0.15625
@dch___ too bad its not you,-0.6999999999999998
@dch___ too bad its not you,-0.6999999999999998
@dch___ too bad its not you,-0.6999999999999998
"The #ssijamm podcast invites you to the studio for conversations that will go VIRAL.The plan: you hang out, come eat, drink, and talk./ or Zoom/discord/skype callWhen we finish: We give each other a kiss, a hand and see you in the next episode.!Tate's team#ssijamm",-0.0625
"The #ssijamm podcast invites you to the studio for conversations that will go VIRAL.The plan: you hang out, come eat, drink, and talk./ or Zoom/discord/skype callWhen we finish: We give each other a kiss, a hand and see you in the next episode.!Tate's team#ssijamm",-0.0625
"The #ssijamm podcast invites you to the studio for conversations that will go VIRAL.The plan: you hang out, come eat, drink, and talk./ or Zoom/discord/skype callWhen we finish: We give each other a kiss, a hand and see you in the next episode.!Tate's team#ssijamm",-0.0625
1 missing 😭😭😭,-0.2
1 missing 😭😭😭,-0.2
1 missing 😭😭😭,-0.2
I hate this movie,-0.8
I hate this movie,-0.8
I hate this movie,-0.8
"did you tag the wrong Nina account, or is it on purpose 😹❤️",-0.5
"did you tag the wrong Nina account, or is it on purpose 😹❤️",-0.5
"did you tag the wrong Nina account, or is it on purpose 😹❤️",-0.5
But what is the name of this black pepper which is with a cigar,-0.16666666666666666
But what is the name of this black pepper which is with a cigar,-0.16666666666666666
But what is the name of this black pepper which is with a cigar,-0.16666666666666666
"MARK SINCLAIR. VIN DIESEL? WHERE DID YOU COME UP WITH THAT? HOW BOUT Mark Diesel. Or Sinclair Vin. Talking crap on The Rock. He is the man. You, have one acting character and they are all the same dude. Dont become Mr. I AM THE MAN. EVERY ACTOR DOES THE SAME JOB AS YOU. SO TAKE SOME CLASSES AND BE COOL WITH EVERYONE ELSE.  THE CRAP YOU SAY MAN. JUST CREEPS ME OUT. JESUS. HAVE YOU LISTENED TO WHAT YOU HAVE TOLD PEOPLE ABOUT YOU? WE LOVED PITCH black movies.  But  it aint all about you Mark. Be the guy that everyone looks up to.  By doing and saying good things about the people you work with. Little brother Dwayne?? Damn",-0.020416666666666673
"MARK SINCLAIR. VIN DIESEL? WHERE DID YOU COME UP WITH THAT? HOW BOUT Mark Diesel. Or Sinclair Vin. Talking crap on The Rock. He is the man. You, have one acting character and they are all the same dude. Dont become Mr. I AM THE MAN. EVERY ACTOR DOES THE SAME JOB AS YOU. SO TAKE SOME CLASSES AND BE COOL WITH EVERYONE ELSE.  THE CRAP YOU SAY MAN. JUST CREEPS ME OUT. JESUS. HAVE YOU LISTENED TO WHAT YOU HAVE TOLD PEOPLE ABOUT YOU? WE LOVED PITCH black movies.  But  it aint all about you Mark. Be the guy that everyone looks up to.  By doing and saying good things about the people you work with. Little brother Dwayne?? Damn",-0.020416666666666673
"MARK SINCLAIR. VIN DIESEL? WHERE DID YOU COME UP WITH THAT? HOW BOUT Mark Diesel. Or Sinclair Vin. Talking crap on The Rock. He is the man. You, have one acting character and they are all the same dude. Dont become Mr. I AM THE MAN. EVERY ACTOR DOES THE SAME JOB AS YOU. SO TAKE SOME CLASSES AND BE COOL WITH EVERYONE ELSE.  THE CRAP YOU SAY MAN. JUST CREEPS ME OUT. JESUS. HAVE YOU LISTENED TO WHAT YOU HAVE TOLD PEOPLE ABOUT YOU? WE LOVED PITCH black movies.  But  it aint all about you Mark. Be the guy that everyone looks up to.  By doing and saying good things about the people you work with. Little brother Dwayne?? Damn",-0.020416666666666673
sit down car wasnt,-0.15555555555555559
sit down car wasnt,-0.15555555555555559
sit down car wasnt,-0.15555555555555559
crazy for You @vindiesel 💜😘❤😍😍😍😍😍😍😍,-0.6
crazy for You @vindiesel 💜😘❤😍😍😍😍😍😍😍,-0.6
crazy for You @vindiesel 💜😘❤😍😍😍😍😍😍😍,-0.6
My family was once a family that people looked as as goals man now its just so hard and tuff😞,-0.2916666666666667
My family was once a family that people looked as as goals man now its just so hard and tuff😞,-0.2916666666666667
My family was once a family that people looked as as goals man now its just so hard and tuff😞,-0.2916666666666667
It's so hard,-0.2916666666666667
It's so hard,-0.2916666666666667
It's so hard,-0.2916666666666667
:-[,-0.75
:-[,-0.75
:-[,-0.75
@imstewart @scottjohnstonnn @lukepoutney its been a long day without you my friend,-0.05
@imstewart @scottjohnstonnn @lukepoutney its been a long day without you my friend,-0.05
@imstewart @scottjohnstonnn @lukepoutney its been a long day without you my friend,-0.05
Tyrese i hate this to doom you but you were so helpful to me i said fuck it bye,-0.6000000000000001
Tyrese i hate this to doom you but you were so helpful to me i said fuck it bye,-0.6000000000000001
Tyrese i hate this to doom you but you were so helpful to me i said fuck it bye,-0.6000000000000001
Perplexed? He is complicated. Staying in character.,-0.04999999999999999
Perplexed? He is complicated. Staying in character.,-0.04999999999999999
Perplexed? He is complicated. Staying in character.,-0.04999999999999999
I'm crying,-0.2
I'm crying,-0.2
I'm crying,-0.2
Nasty angel carbajal is laughing about the murdered kids by making a foot print on their heads . It's wrong just wrong take out the hair cutting studio,-0.65
I like yo game,-0.4
Nasty angel carbajal is laughing about the murdered kids by making a foot print on their heads . It's wrong just wrong take out the hair cutting studio,-0.65
I like yo game,-0.4
Nasty angel carbajal is laughing about the murdered kids by making a foot print on their heads . It's wrong just wrong take out the hair cutting studio,-0.65
I like yo game,-0.4
Your voice is sooo deep wtf,-0.25
Your voice is sooo deep wtf,-0.25
Your voice is sooo deep wtf,-0.25
this why put movie 8 epic wrong car into body water,-0.2
this why put movie 8 epic wrong car into body water,-0.2
this why put movie 8 epic wrong car into body water,-0.2
@essencee.babbii 😂😂 that's what I'm sayin!! this shit doesn't compare to D & L,-0.2
@essencee.babbii 😂😂 that's what I'm sayin!! this shit doesn't compare to D & L,-0.2
@essencee.babbii 😂😂 that's what I'm sayin!! this shit doesn't compare to D & L,-0.2
Sorry we missed seeing you in person come back again soon,-0.25
Sorry we missed seeing you in person come back again soon,-0.25
Sorry we missed seeing you in person come back again soon,-0.25
Nikinikiniki jam saga white black,-0.08333333333333333
Nikinikiniki jam saga white black,-0.08333333333333333
Nikinikiniki jam saga white black,-0.08333333333333333
Little angel 💙,-0.1875
Little angel 💙,-0.1875
Little angel 💙,-0.1875
